student_id,study_hours,attendance_percentage,internet_access,extra_activities,math_score,science_score,english_score,overall_score,final_grade
6080,4.5,95.8,yes,no,83.9,67.0,69.7,69.4,D
6081,6.8,67.2,yes,no,97.6,78.6,91.6,83.4,C
6082,2.0,57.8,yes,yes,39.2,28.6,39.7,45.6,E
6083,4.5,50.3,no,no,49.8,55.6,46.0,59.9,D
6084,5.5,51.7,yes,yes,58.0,74.6,67.9,66.9,D
6085,5.3,92.7,yes,yes,74.7,76.9,70.2,73.0,C
6086,1.3,80.7,no,no,42.6,46.7,42.0,48.3,E
6087,2.6,52.3,no,yes,39.2,30.3,41.0,37.2,F
6088,4.6,55.3,yes,yes,74.9,56.8,79.8,64.0,D
6089,2.1,84.8,yes,yes,65.5,38.4,39.2,48.0,E
6090,3.0,69.2,yes,yes,35.7,45.8,50.9,50.6,E
6091,3.6,88.7,yes,no,48.4,75.4,77.5,72.2,C
6092,0.6,96.8,yes,no,34.1,39.3,38.4,36.9,F
6093,4.3,87.8,yes,yes,59.7,64.8,56.4,71.7,C
6094,8.0,59.1,yes,yes,87.0,80.3,87.5,93.5,B
6095,3.6,82.5,yes,yes,54.7,71.4,53.0,56.4,D
6096,2.6,79.8,yes,no,58.9,46.1,48.0,50.7,E
6097,2.4,92.4,yes,yes,53.1,43.0,68.3,52.3,E
6098,4.4,60.0,yes,no,58.4,65.8,44.2,64.3,D
6099,3.9,85.9,yes,no,70.2,63.9,84.0,67.8,D
6100,7.0,80.0,yes,yes,87.1,99.7,77.0,87.6,B
6101,5.3,73.9,yes,yes,75.8,71.6,68.3,79.0,C
6102,3.5,64.6,yes,yes,40.1,38.8,43.5,50.1,E
6103,3.4,51.3,yes,yes,37.9,41.4,51.8,41.9,E
6104,4.6,90.3,yes,no,84.3,77.1,87.7,78.6,C
6105,2.4,55.4,yes,yes,43.7,31.6,34.7,37.9,F
6106,3.7,68.9,yes,yes,44.7,50.8,51.5,55.3,D
6107,2.6,74.8,yes,yes,48.3,57.0,49.9,51.8,E
6108,4.4,66.5,yes,yes,62.1,83.2,70.6,71.5,C
6109,4.6,83.1,yes,no,75.4,54.5,66.0,67.0,D
6110,6.9,66.4,no,yes,85.2,81.9,95.6,84.5,C
6111,2.4,75.8,yes,no,49.1,64.2,60.8,57.8,D
6112,7.3,54.8,yes,yes,71.5,85.4,84.1,75.9,C
6113,4.5,71.7,yes,no,47.5,82.8,62.1,70.5,C
6114,6.0,79.2,yes,yes,80.2,70.9,69.7,84.4,C
6115,5.1,93.1,yes,no,87.5,81.2,82.5,83.6,C
6116,6.7,59.1,yes,no,87.9,87.2,92.9,83.5,C
6117,5.5,66.9,yes,no,63.8,58.6,71.3,69.6,D
6118,0.6,63.0,yes,yes,21.9,22.9,24.0,22.7,F
6119,3.4,57.6,no,yes,55.4,33.6,50.9,50.6,E
6120,7.5,69.3,yes,no,90.8,71.2,76.0,81.3,C
6121,3.9,95.4,yes,yes,59.8,45.1,74.0,62.3,D
6122,6.7,68.6,yes,yes,88.0,73.1,85.6,80.6,C
6123,7.0,63.6,no,yes,66.8,49.3,71.9,76.8,C
6124,3.0,97.9,yes,no,65.7,68.7,72.0,61.0,D
6125,6.9,85.8,yes,yes,86.0,85.5,76.8,83.4,C
6126,3.3,68.5,yes,no,43.0,59.2,59.1,60.8,D
6127,0.7,87.5,yes,no,44.1,34.4,28.4,45.2,E
6128,5.7,81.9,yes,no,93.9,59.6,86.4,81.0,C
6129,6.7,92.7,yes,yes,71.4,86.1,82.1,82.7,C
6130,3.9,55.6,no,no,52.3,39.3,41.4,49.7,E
6131,1.8,77.0,yes,yes,55.1,45.5,74.8,47.8,E
6132,5.1,85.1,yes,yes,78.4,76.1,74.9,68.9,D
6133,6.0,99.9,yes,yes,97.5,76.6,100.0,94.7,B
6134,5.4,80.1,yes,yes,78.3,83.5,88.1,82.7,C
6135,3.2,57.0,no,no,58.2,49.2,48.3,49.6,E
6136,3.3,98.6,yes,no,58.1,93.6,46.1,58.5,D
6137,4.6,72.9,yes,yes,47.9,54.7,58.8,60.3,D
6138,2.0,74.4,no,yes,34.6,14.9,55.6,36.2,F
6139,6.8,62.7,yes,no,57.5,68.4,74.3,75.2,C
6140,1.3,90.7,no,yes,54.2,35.5,52.7,52.9,E
6141,4.1,76.5,yes,yes,58.4,73.0,61.0,59.4,D
6142,6.9,98.7,yes,yes,88.3,100.0,100.0,100.0,A
6143,4.5,76.0,yes,yes,97.1,70.9,63.2,73.6,C
6144,6.2,59.0,yes,yes,69.1,85.4,79.2,80.3,C
6145,2.3,88.5,yes,no,63.8,62.2,65.4,60.4,D
6146,3.8,57.4,yes,yes,46.4,45.3,56.7,47.3,E
6147,5.8,64.2,yes,no,68.6,61.3,75.2,74.3,C
6148,7.2,97.0,yes,yes,91.2,100.0,78.9,94.9,B
6149,5.3,98.8,yes,no,69.1,78.0,86.8,76.4,C
6150,2.3,88.8,yes,yes,66.0,86.8,64.4,62.3,D
6151,1.6,60.3,yes,no,61.6,45.4,53.9,46.2,E
6152,6.8,87.1,no,yes,100.0,91.3,81.7,86.8,B
6153,4.7,79.7,yes,yes,82.6,78.2,91.1,76.3,C
6154,1.9,72.3,yes,no,46.8,48.9,55.3,54.0,E
6155,4.1,72.3,no,yes,75.2,72.3,64.3,70.7,C
6156,1.4,72.7,no,no,36.8,33.5,54.5,35.5,F
6157,1.3,66.1,no,no,31.4,14.8,24.2,27.3,F
6158,7.4,76.9,yes,yes,70.0,94.2,86.7,83.7,C
6159,4.6,51.8,yes,no,34.5,45.2,55.9,51.0,E
6160,2.4,92.4,yes,no,63.9,59.7,58.6,51.5,E
6161,7.1,94.9,no,yes,91.3,92.3,79.8,92.3,B
6162,8.0,69.5,yes,no,94.1,100.0,100.0,98.0,A
6163,7.1,97.4,yes,no,94.6,94.3,99.4,92.7,B
6164,6.1,88.8,yes,yes,77.7,100.0,100.0,92.4,B
6165,7.7,92.4,no,no,100.0,100.0,89.8,100.0,A
6166,2.0,94.6,yes,no,32.9,46.1,44.5,45.5,E
6167,7.1,67.0,yes,no,76.7,100.0,94.0,93.3,B
6168,3.2,90.6,yes,no,70.3,58.4,59.9,57.4,D
6169,0.7,57.3,yes,no,60.8,35.9,51.8,32.6,F
6170,0.7,98.9,yes,yes,40.0,70.8,63.4,51.1,E
6171,1.9,79.8,yes,no,49.0,42.6,36.2,44.6,E
6172,6.3,84.7,yes,no,100.0,100.0,100.0,92.0,B
6173,7.2,65.3,yes,no,73.0,95.0,77.1,89.9,B
6174,1.5,51.6,yes,yes,39.1,37.4,38.6,38.0,F
6175,6.8,58.2,no,yes,95.9,87.8,74.5,85.4,B
6176,6.2,57.1,yes,yes,64.1,71.8,80.8,69.4,D
6177,0.9,72.1,yes,yes,53.8,43.2,36.0,40.6,E
6178,6.0,64.6,yes,yes,79.9,77.5,67.1,73.7,C
6179,0.8,97.2,yes,yes,38.4,50.8,57.5,49.1,E
6180,2.5,92.1,yes,yes,48.8,65.1,66.9,61.6,D
6181,4.5,77.0,yes,no,63.0,79.5,65.2,69.5,D
6182,7.3,92.6,yes,yes,95.3,100.0,100.0,100.0,A
6183,1.3,79.3,yes,no,37.4,43.3,36.9,36.9,F
6184,3.1,96.0,yes,no,73.2,71.1,60.1,53.8,E
6185,4.8,87.3,yes,no,71.2,73.5,72.1,76.6,C
6186,6.1,86.8,yes,no,76.0,63.9,81.4,74.8,C
6187,7.4,63.7,yes,no,97.8,80.8,77.2,79.8,C
6188,4.0,89.7,yes,no,71.2,54.7,67.6,61.4,D
6189,6.8,88.6,yes,yes,87.2,99.8,67.9,86.8,B
6190,5.1,54.0,yes,no,69.7,45.4,67.5,72.2,C
6191,2.0,52.9,yes,no,25.0,35.8,29.3,41.0,E
6192,4.8,94.1,no,no,64.3,48.5,53.5,66.8,D
6193,2.9,98.9,yes,yes,95.4,74.2,73.7,72.3,C
6194,5.8,80.2,yes,yes,80.6,76.2,92.4,87.6,B
6195,2.6,58.5,no,no,59.1,49.0,59.3,48.5,E
6196,2.5,71.1,no,no,47.2,69.6,61.7,54.1,E
6197,7.6,51.1,yes,no,82.9,73.6,64.7,74.6,C
6198,7.3,91.1,yes,no,100.0,100.0,97.6,95.6,A
6199,3.9,55.2,yes,no,47.1,63.3,52.4,52.4,E
6200,6.2,66.8,yes,no,73.1,88.5,70.7,79.5,C
6201,7.9,78.1,yes,yes,100.0,82.0,95.1,99.1,A
6202,1.2,84.9,yes,no,45.9,53.0,47.3,38.7,F
6203,5.0,95.4,yes,no,82.6,71.0,77.9,73.8,C
6204,2.4,71.1,yes,no,55.4,61.2,44.7,55.1,D
6205,6.5,59.6,yes,yes,60.6,73.2,64.8,71.4,C
6206,1.3,55.4,yes,yes,28.7,21.7,31.2,29.6,F
6207,6.4,82.9,no,no,77.6,79.2,67.6,88.5,B
6208,2.0,56.4,yes,yes,48.5,65.9,36.3,42.9,E
6209,3.9,82.9,yes,no,51.2,51.4,65.7,61.9,D
6210,6.6,72.8,no,no,83.4,91.7,84.0,91.4,B
6211,1.0,70.8,yes,no,31.5,52.1,36.7,33.3,F
6212,7.5,63.0,yes,yes,94.0,75.2,58.1,80.4,C
6213,2.1,95.1,yes,no,34.2,61.3,52.8,46.4,E
6214,4.3,85.8,yes,yes,59.7,72.4,57.7,66.5,D
6215,6.0,76.2,no,yes,75.9,95.5,86.7,81.0,C
6216,1.4,71.2,yes,no,35.8,49.4,43.8,31.5,F
6217,5.1,68.0,yes,yes,48.8,58.2,61.7,58.0,D
6218,4.4,70.0,yes,yes,48.6,38.7,55.7,61.0,D
6219,4.9,92.7,no,yes,68.1,55.9,89.2,76.0,C
6220,5.5,71.1,yes,no,71.4,69.5,64.0,67.9,D
6221,3.7,50.2,yes,yes,24.9,34.4,36.8,41.2,E
6222,2.7,96.2,yes,no,75.0,61.5,59.5,64.6,D
6223,1.9,79.6,yes,no,50.9,52.5,39.7,43.7,E
6224,7.5,58.3,yes,no,84.6,61.4,66.2,77.9,C
6225,3.5,56.3,yes,yes,52.6,44.8,38.9,48.4,E
6226,2.6,68.8,yes,no,47.2,28.2,59.3,46.3,E
6227,0.9,80.6,yes,yes,27.9,17.9,52.5,36.1,F
6228,6.1,97.0,yes,no,88.0,100.0,87.0,92.6,B
6229,4.5,52.7,no,no,56.4,64.9,68.6,61.3,D
6230,1.9,67.6,no,yes,18.3,15.6,33.4,33.0,F
6231,7.2,62.9,yes,no,94.2,85.5,73.1,79.8,C
6232,7.5,71.1,yes,yes,77.4,62.0,98.3,89.9,B
6233,7.1,89.6,yes,yes,94.4,91.9,95.7,99.3,A
6234,4.7,57.9,yes,yes,53.8,69.8,67.9,57.1,D
6235,3.3,96.7,yes,no,58.8,42.7,52.8,55.6,D
6236,1.7,62.8,yes,no,41.2,48.8,51.9,45.7,E
6237,3.3,87.6,no,no,58.5,71.2,63.2,65.8,D
6238,5.1,82.0,yes,no,84.5,68.7,81.3,74.9,C
6239,2.2,77.4,yes,yes,83.0,45.4,38.3,50.3,E
6240,4.0,92.2,yes,yes,95.2,63.8,61.7,74.0,C
6241,4.8,80.4,yes,yes,71.9,79.9,79.2,71.1,C
6242,6.0,89.1,yes,no,69.2,78.5,87.6,86.0,B
6243,1.2,79.5,yes,yes,33.9,44.4,47.4,51.3,E
6244,7.0,86.0,yes,yes,94.5,74.9,87.9,84.9,C
6245,3.9,52.4,no,no,55.3,81.1,42.4,54.8,E
6246,4.9,82.3,yes,no,79.5,94.2,88.6,77.9,C
6247,7.6,94.4,no,no,94.5,95.8,83.2,91.5,B
6248,1.8,82.5,yes,no,48.9,58.1,55.0,55.8,D
6249,7.1,90.9,yes,no,88.9,100.0,86.9,89.0,B
6250,6.5,99.5,yes,yes,100.0,89.9,100.0,97.2,A
6251,8.0,57.8,yes,yes,100.0,79.3,71.8,89.6,B
6252,3.4,84.5,yes,no,78.6,73.7,46.3,62.0,D
6253,1.5,94.9,yes,no,65.7,77.8,39.3,58.5,D
6254,0.6,51.4,yes,yes,19.2,17.5,26.1,23.9,F
6255,6.4,58.7,no,no,75.9,77.4,70.4,73.9,C
6256,1.5,62.5,yes,no,49.9,43.7,54.2,37.6,F
6257,2.8,94.0,yes,yes,86.7,69.9,72.8,68.0,D
6258,7.9,98.9,yes,no,100.0,100.0,85.3,100.0,A
6259,3.8,95.7,yes,yes,72.5,76.5,75.3,77.7,C
6260,2.2,73.7,yes,yes,65.8,28.3,60.9,54.1,E
6261,6.1,83.4,yes,no,75.9,81.0,81.2,81.8,C
6262,2.5,55.2,yes,yes,48.6,45.6,34.5,37.7,F
6263,4.5,99.0,yes,no,97.5,89.8,79.2,84.5,C
6264,1.7,97.2,yes,no,53.7,41.1,44.9,45.4,E
6265,4.0,79.8,yes,no,49.0,64.9,44.0,54.7,E
6266,1.3,57.2,yes,no,23.3,34.1,34.3,33.9,F
6267,6.3,97.4,no,yes,88.3,95.5,95.3,91.4,B
6268,3.2,94.8,yes,no,73.2,61.2,63.9,67.1,D
6269,2.9,99.5,yes,no,53.1,57.3,62.1,61.2,D
6270,8.0,75.4,yes,yes,82.2,100.0,100.0,100.0,A
6271,6.7,67.4,yes,no,98.6,84.7,80.6,84.2,C
6272,4.7,68.9,yes,no,59.4,68.9,82.6,72.1,C
6273,7.6,74.9,yes,no,100.0,93.1,75.8,98.0,A
6274,2.1,95.6,yes,yes,66.6,39.7,48.2,62.8,D
6275,4.8,56.4,yes,no,55.0,50.6,68.0,62.8,D
6276,7.5,82.4,no,no,83.2,83.6,93.3,84.9,C
6277,4.8,95.8,yes,yes,86.6,69.6,66.9,70.9,C
6278,2.8,63.7,yes,no,24.4,45.3,50.5,41.6,E
6279,6.6,76.3,yes,no,94.0,95.7,76.6,83.1,C
6280,1.5,89.7,no,no,41.5,36.1,34.3,41.1,E
6281,1.6,75.7,no,no,31.2,26.9,42.9,39.3,F
6282,6.0,76.4,yes,yes,76.9,87.9,79.3,73.1,C
6283,1.0,88.3,yes,no,44.7,53.5,49.0,49.0,E
6284,0.9,58.2,yes,yes,35.4,28.3,50.3,34.0,F
6285,3.3,85.7,yes,no,74.9,49.4,73.6,67.1,D
6286,3.5,95.7,yes,yes,65.2,80.4,30.6,56.6,D
6287,4.0,55.1,yes,yes,53.8,55.7,58.7,58.1,D
6288,6.1,53.0,yes,no,68.1,64.2,66.0,60.2,D
6289,4.8,54.4,yes,yes,77.7,48.2,68.3,57.6,D
6290,5.9,86.8,yes,no,60.0,61.0,85.2,71.9,C
6291,0.9,69.6,yes,yes,32.3,53.0,45.6,40.5,E
6292,2.9,73.2,no,yes,32.4,42.6,48.7,47.2,E
6293,7.7,86.4,no,no,100.0,92.3,100.0,98.0,A
6294,3.7,76.2,yes,yes,51.5,51.8,53.9,51.4,E
6295,2.2,80.0,yes,no,38.0,40.2,13.6,39.9,F
6296,7.9,92.5,yes,no,100.0,100.0,100.0,100.0,A
6297,3.6,72.6,yes,no,75.3,65.0,52.0,66.2,D
6298,4.1,93.7,yes,yes,67.2,71.2,86.3,65.1,D
6299,2.2,76.2,yes,yes,71.0,50.4,54.4,57.2,D
6300,5.4,70.1,yes,no,62.1,53.9,68.3,63.3,D
6301,2.1,63.1,yes,yes,23.7,26.4,43.1,35.7,F
6302,5.1,86.5,yes,yes,89.3,66.9,83.2,74.4,C
6303,6.2,81.1,yes,yes,82.8,100.0,89.9,84.8,C
6304,5.4,90.4,yes,yes,59.7,70.9,78.3,76.5,C
6305,1.2,77.3,no,yes,9.5,33.8,64.2,39.4,F
6306,1.1,93.3,yes,no,23.4,45.9,51.1,38.5,F
6307,6.8,64.4,yes,yes,82.7,96.4,79.8,89.3,B
6308,7.3,86.5,yes,yes,85.6,74.6,83.0,85.6,B
6309,1.5,69.7,yes,yes,34.1,29.0,57.6,31.2,F
6310,3.3,55.7,yes,yes,26.3,16.7,18.2,41.7,E
6311,5.4,76.4,yes,yes,64.7,73.3,64.6,68.1,D
6312,6.8,61.6,yes,no,64.3,77.7,60.1,71.0,C
6313,7.3,53.1,yes,no,79.2,81.8,66.8,75.4,C
6314,5.7,68.2,no,yes,72.1,84.1,46.9,64.0,D
6315,1.6,98.9,yes,yes,62.2,51.0,52.7,46.4,E
6316,6.3,94.7,yes,yes,96.1,83.4,92.2,82.5,C
6317,6.9,99.0,no,yes,71.2,86.8,86.8,85.0,B
6318,3.1,51.4,no,no,38.7,31.2,36.9,37.2,F
6319,4.2,57.6,no,yes,57.5,81.1,54.4,60.3,D
6320,1.7,61.8,yes,yes,42.1,61.7,54.5,43.8,E
6321,2.8,86.8,yes,yes,50.8,46.2,62.8,51.8,E
6322,7.0,98.9,yes,no,100.0,88.1,100.0,99.7,A
6323,1.2,70.3,yes,no,42.8,36.6,23.3,35.9,F
6324,6.2,79.2,yes,no,78.5,77.6,72.4,78.1,C
6325,1.2,54.4,yes,yes,36.7,36.0,34.6,35.3,F
6326,2.7,81.5,no,no,48.4,62.7,68.5,60.6,D
6327,4.9,95.0,yes,no,85.3,61.8,76.1,79.0,C
6328,0.5,83.0,yes,no,34.9,35.1,44.4,37.5,F
6329,5.6,82.7,yes,no,69.2,78.5,59.7,77.2,C
6330,2.9,74.4,yes,no,36.1,39.0,55.7,49.2,E
6331,6.1,72.5,yes,yes,100.0,96.0,77.0,83.7,C
6332,7.8,68.5,yes,no,89.9,89.0,83.0,94.9,B
6333,3.6,91.0,no,yes,79.4,68.0,70.3,70.6,C
6334,0.7,82.2,yes,no,49.3,63.2,52.0,46.0,E
6335,6.9,65.0,yes,no,100.0,73.1,77.4,89.6,B
6336,2.6,75.9,yes,no,43.2,58.4,74.2,59.4,D
6337,1.6,55.8,yes,no,52.7,29.5,32.4,39.6,F
6338,7.1,52.3,yes,yes,90.1,78.7,99.2,74.9,C
6339,2.2,56.8,yes,yes,34.6,49.0,33.5,44.4,E
6340,5.0,93.4,yes,yes,93.4,86.0,76.7,85.6,B
6341,2.4,62.9,yes,yes,27.9,28.2,27.8,37.5,F
6342,5.8,98.2,yes,no,74.1,68.3,76.9,77.4,C
6343,5.4,66.9,yes,no,62.5,66.8,84.5,72.6,C
6344,4.3,70.5,no,yes,68.8,53.4,57.4,63.4,D
6345,4.7,90.6,yes,no,66.1,74.0,67.9,69.4,D
6346,2.2,61.2,no,no,38.9,33.5,33.7,39.2,F
6347,0.7,95.5,yes,no,28.0,39.8,44.1,38.4,F
6348,6.5,82.7,yes,yes,97.7,83.2,91.2,88.7,B
6349,7.2,53.1,no,no,81.7,96.5,100.0,84.2,C
6350,6.3,97.8,yes,no,84.6,93.3,86.9,83.6,C
6351,5.8,64.4,yes,yes,65.1,69.9,75.7,70.8,C
6352,4.0,61.6,yes,no,32.0,54.1,57.3,49.3,E
6353,4.9,94.9,yes,yes,58.9,78.0,50.5,68.3,D
6354,5.7,66.3,yes,yes,60.9,63.3,54.3,63.3,D
6355,0.7,86.1,yes,yes,36.3,30.8,42.2,38.1,F
6356,3.7,51.7,yes,no,71.3,62.9,71.2,56.4,D
6357,2.2,96.1,yes,no,68.2,51.5,49.3,52.8,E
6358,3.2,70.5,yes,no,64.3,41.2,55.6,57.6,D
6359,6.1,58.9,yes,yes,93.3,69.3,69.0,73.6,C
6360,3.2,99.1,yes,no,58.4,75.2,66.2,63.3,D
6361,6.0,87.1,yes,yes,83.0,77.6,92.5,76.2,C
6362,7.8,89.7,yes,yes,95.4,74.4,87.7,91.9,B
6363,7.4,75.0,yes,no,96.4,85.4,100.0,92.1,B
6364,6.7,84.4,yes,yes,74.5,79.6,62.8,83.9,C
6365,6.9,64.5,no,no,85.6,74.2,94.5,84.8,C
6366,3.5,75.9,yes,yes,56.3,46.5,63.2,60.5,D
6367,6.0,69.0,yes,yes,68.1,58.8,77.1,79.0,C
6368,5.5,71.3,yes,yes,81.3,74.8,84.9,76.2,C
6369,7.9,50.2,no,yes,65.0,85.8,82.1,82.2,C
6370,4.8,90.5,yes,yes,85.2,50.3,52.9,72.8,C
6371,3.7,60.9,yes,no,57.5,76.5,55.1,56.8,D
6372,6.8,73.7,yes,yes,81.4,82.0,92.7,92.8,B
6373,6.1,82.9,yes,yes,80.6,87.3,81.2,83.9,C
6374,1.4,51.7,no,yes,38.8,43.9,35.3,39.0,F
6375,5.0,67.1,yes,no,72.0,47.0,57.0,61.3,D
6376,4.9,63.2,yes,yes,69.7,53.5,52.7,56.2,D
6377,5.2,56.6,yes,yes,64.9,76.4,59.5,66.7,D
6378,7.6,90.7,yes,no,93.7,83.2,91.5,94.5,B
6379,5.0,77.1,yes,no,92.6,86.8,78.6,73.7,C
6380,7.0,72.8,no,no,62.0,51.2,57.6,77.9,C
6381,3.2,56.6,no,yes,31.6,46.0,43.2,46.2,E
6382,0.9,75.7,yes,yes,59.5,50.5,44.6,45.1,E
6383,3.3,63.4,yes,yes,45.3,42.4,47.7,47.4,E
6384,4.5,56.3,yes,yes,74.7,76.0,56.4,67.9,D
6385,6.7,76.3,yes,yes,99.9,79.5,89.0,85.7,B
6386,5.2,84.1,yes,yes,61.7,81.5,80.6,80.8,C
6387,3.8,52.8,yes,yes,61.5,57.1,42.6,48.5,E
6388,4.0,52.8,yes,no,59.8,39.4,44.4,52.3,E
6389,8.0,86.9,yes,no,82.5,100.0,100.0,97.2,A
6390,1.6,60.3,yes,yes,36.7,36.3,26.5,41.9,E
6391,2.0,57.7,no,no,32.6,38.6,35.3,32.2,F
6392,5.2,98.1,yes,no,87.0,71.4,83.7,80.4,C
6393,5.8,59.0,yes,no,50.5,70.6,43.5,60.9,D
6394,3.5,84.2,yes,yes,74.7,32.7,67.3,66.9,D
6395,0.7,90.7,no,no,33.7,22.3,21.6,32.8,F
6396,4.4,66.4,yes,no,51.9,80.3,77.9,60.4,D
6397,1.6,73.2,yes,yes,33.2,43.9,26.1,38.5,F
6398,0.9,77.7,yes,yes,39.8,24.8,49.7,34.9,F
6399,3.1,60.0,no,yes,35.0,30.1,38.5,41.1,E
6400,1.5,64.8,yes,no,39.4,37.5,45.8,42.8,E
6401,3.8,98.2,no,no,60.6,62.5,67.3,64.2,D
6402,6.2,63.7,yes,yes,58.7,72.6,59.3,75.1,C
6403,0.9,90.6,yes,no,46.3,63.5,46.1,51.6,E
6404,4.2,76.8,yes,yes,62.9,86.1,61.0,65.3,D
6405,4.2,82.3,yes,yes,67.3,65.7,51.2,67.2,D
6406,0.5,72.9,no,yes,33.0,29.0,23.7,26.0,F
6407,6.0,79.4,yes,no,74.2,80.0,83.7,83.4,C
6408,1.2,77.0,yes,no,45.8,26.6,23.6,36.5,F
6409,7.5,74.1,yes,no,84.5,95.3,100.0,88.3,B
6410,5.3,90.1,yes,no,76.3,77.8,68.4,77.1,C
6411,2.7,94.0,no,yes,37.9,66.4,40.0,54.1,E
6412,7.4,62.8,yes,yes,64.9,68.3,85.7,75.5,C
6413,3.5,56.8,yes,yes,62.9,53.3,42.5,53.7,E
6414,2.5,90.6,yes,no,53.6,48.4,55.5,63.1,D
6415,3.4,60.6,yes,no,33.2,43.4,52.5,43.5,E
6416,5.1,93.3,yes,yes,75.9,78.3,68.1,75.3,C
6417,5.9,55.1,yes,yes,73.0,59.8,76.7,66.2,D
6418,5.5,54.6,yes,yes,56.0,58.3,57.3,57.5,D
6419,7.4,59.1,no,yes,59.4,81.9,72.4,79.0,C
6420,7.7,50.6,yes,yes,66.5,62.3,84.2,80.5,C
6421,2.0,87.4,yes,yes,70.7,44.4,50.5,57.4,D
6422,7.3,69.9,yes,no,83.6,76.0,88.6,77.3,C
6423,1.3,97.3,yes,no,32.5,43.2,48.3,48.7,E
6424,7.7,68.3,yes,no,83.6,96.8,93.0,86.4,B
6425,2.4,85.1,yes,no,80.5,66.8,47.9,62.6,D
6426,2.5,84.2,yes,no,62.9,64.6,55.0,63.0,D
6427,3.7,66.2,yes,no,57.7,71.4,50.7,65.0,D
6428,1.9,94.6,yes,yes,35.5,56.8,63.8,50.0,E
6429,6.7,69.9,yes,no,72.6,70.3,73.3,77.0,C
6430,1.4,77.6,no,no,42.5,40.3,24.4,34.6,F
6431,3.8,69.9,yes,yes,87.1,83.6,60.6,66.3,D
6432,7.3,71.8,yes,yes,95.9,90.6,74.8,82.9,C
6433,5.3,52.7,yes,no,72.3,64.4,85.0,67.8,D
6434,5.1,65.5,yes,no,60.1,41.7,65.7,61.1,D
6435,8.0,97.4,yes,no,86.8,83.9,85.1,97.9,A
6436,0.7,91.6,yes,yes,42.4,46.4,39.6,44.9,E
6437,2.9,94.0,yes,yes,45.9,54.8,65.1,63.7,D
6438,1.4,85.6,yes,no,50.3,29.3,45.2,41.7,E
6439,1.9,82.7,yes,yes,48.8,54.8,46.7,46.9,E
6440,2.1,94.9,yes,yes,53.0,65.7,43.4,54.1,E
6441,5.2,76.9,yes,no,68.0,71.6,87.8,82.2,C
6442,2.5,95.8,yes,yes,64.5,76.6,61.1,61.3,D
6443,5.5,70.8,yes,yes,66.1,62.8,73.0,68.7,D
6444,6.0,79.9,yes,no,77.2,74.7,50.9,72.8,C
6445,3.5,73.6,yes,yes,65.1,48.1,67.4,65.5,D
6446,4.5,51.0,yes,no,60.4,58.8,62.2,50.3,E
6447,1.5,59.9,yes,yes,23.2,29.9,45.0,45.9,E
6448,6.1,96.4,yes,yes,85.9,68.1,80.7,83.5,C
6449,3.6,79.9,yes,no,67.9,61.0,50.6,59.3,D
6450,6.8,52.3,yes,no,79.8,61.7,56.6,77.7,C
6451,4.4,98.4,yes,yes,75.7,74.3,75.2,76.0,C
6452,5.7,96.4,yes,no,89.8,62.3,70.0,76.2,C
6453,3.2,85.6,no,no,42.4,63.8,66.4,54.2,E
6454,3.3,64.2,yes,no,45.8,66.2,45.6,58.2,D
6455,3.8,64.7,yes,no,57.5,48.9,57.7,57.5,D
6456,5.3,93.3,yes,no,97.4,96.3,92.9,89.6,B
6457,4.3,53.0,yes,no,64.6,53.8,64.4,61.6,D
6458,6.5,61.9,no,yes,98.4,94.0,76.9,86.0,B
6459,0.9,58.3,yes,yes,48.8,33.3,27.8,32.2,F
6460,7.3,85.8,yes,no,86.0,100.0,93.7,90.6,B
6461,7.4,69.1,yes,yes,96.8,83.8,87.7,90.4,B
6462,2.3,95.8,yes,yes,63.2,55.2,58.8,56.2,D
6463,1.3,90.1,yes,yes,59.1,57.0,36.2,52.9,E
6464,4.8,99.2,yes,yes,68.2,88.7,69.7,73.3,C
6465,1.0,64.9,yes,yes,20.0,25.3,30.7,24.7,F
6466,2.2,73.7,yes,no,45.3,36.4,43.9,46.3,E
6467,4.3,83.0,yes,no,73.5,45.8,42.0,63.3,D
6468,5.1,98.7,yes,no,63.6,76.7,80.7,79.7,C
6469,2.0,67.2,yes,no,46.4,40.7,38.4,41.0,E
6470,7.5,66.3,yes,no,71.8,59.8,72.0,81.1,C
6471,1.9,81.3,yes,no,61.3,55.3,64.2,55.2,D
6472,1.7,83.3,no,yes,47.9,59.4,59.6,51.7,E
6473,1.7,59.4,yes,yes,53.4,32.7,40.7,46.7,E
6474,7.5,72.7,yes,yes,99.9,82.2,90.9,89.0,B
6475,7.1,68.9,yes,yes,54.1,58.0,80.3,81.1,C
6476,0.7,71.1,yes,no,27.6,30.3,28.1,35.6,F
6477,5.9,57.0,yes,yes,62.3,55.5,74.2,62.4,D
6478,1.1,82.4,yes,no,36.5,50.1,35.8,41.8,E
6479,1.1,59.4,yes,no,24.9,40.1,39.6,41.7,E
6480,1.1,51.3,no,no,35.9,39.5,30.9,34.9,F
6481,6.7,74.8,yes,yes,77.8,99.6,93.9,91.6,B
6482,3.7,51.9,yes,yes,57.5,67.0,60.8,44.9,E
6483,4.7,83.3,yes,yes,56.3,62.5,71.4,61.3,D
6484,0.7,79.7,yes,no,37.5,32.5,62.0,42.3,E
6485,7.3,78.3,yes,yes,100.0,86.4,100.0,95.8,A
